Numero,Nombre,Descripcion,Altura,Peso,Categoria,Tipo Primario,Tipo Secundario
709,Trevenant,"Puede controlar los árboles a su voluntad. Retiene hasta el fin de sus días a los humanos que se adentran en el bosque y lo mancillan.",1.5 m,71.0 kg,Árbol Viejo,Fantasma,Planta
710,Pumpkaboo,"En el interior de la calabaza reside un espíritu que ha permanecido atrapado en este mundo. Entra en acción al caer la noche.",0.8 m,15.0 kg,Calabaza,Fantasma,Planta
711,Gourgeist,"En las noches de luna nueva deambula por las calles de las ciudades y emite espeluznantes alaridos que maldicen a quienes los oyen.",1.7 m,39.0 kg,Calabaza,Fantasma,Planta
712,Bergmite,"Envuelve su cuerpo en una capa de hielo que le permite evitar los ataques del enemigo. Si se resquebraja, la recompone con aire gélido.",1.0 m,99.5 kg,Témpano,Hielo,
713,Avalugg,"Su cuerpo, cubierto de hielo, es tan duro como el propio acero. Su abultada figura le permite arramblar con todo lo que se encuentra a su paso.",2.0 m,505.0 kg,Iceberg,Hielo,
714,Noibat,"Habita en cuevas donde reina la más absoluta oscuridad y emite ondas ultrasónicas de 200 000 Hz a través de sus enormes orejas.",0.5 m,8.0 kg,Onda Sónica,Volador,Dragón
715,Noivern,"Surca el cielo nocturno cuando ni siquiera la luna brilla y ataca a presas incautas. Es imbatible en combates que tienen lugar a oscuras.",1.5 m,85.0 kg,Onda Sónica,Volador,Dragón
716,Xerneas,"Según las leyendas, puede compartir el secreto de la vida eterna. Ha despertado tras dormir durante mil años bajo la apariencia de un árbol.",3.0 m,215.0 kg,Creación,Hada,
717,Yveltal,"Pokémon legendario que, al extender sus alas y las plumas de la cola, emite un brillo carmesí que absorbe la energía vital de su enemigo.",5.8 m,203.0 kg,Destrucción,Siniestro,Volador
718,Zygarde,"La forma que adopta Zygarde al reunir el 50% de sus células. Quienes se le oponen son aniquilados sin la menor vacilación.",4.5 m,610.0 kg,Equilibrio,Dragón,Tierra
719,Diancie,"Es una transformación súbita de Carbink. Se dice que su cuerpo, que irradia destellos rosados, es lo más bonito de este mundo.",1.1 m,27.8 kg,Joya,Roca,Hada
720,Hoopa,"En su forma original, este Pokémon posee una fuerza descomunal. Una leyenda cuenta que una vez robó un tesoro del interior de una fortaleza.",6.5 m,490.0 kg,Genio Burlón,Psíquico,Siniestro
721,Volcanion,"Expulsa vapor y desaparece entre la densa niebla. Dicen que habita en montañas solitarias.",1.7 m,195.0 kg,Vapor,Fuego,Agua
722,Rowlet,"Es cauteloso, desconfiado y de naturaleza nocturna. Durante el día acumula energía mediante la fotosíntesis.",0.3 m,1.5 kg,Pluma Hoja,Planta,Volador
723,Dartrix,"Es un poco coqueto, por lo que, cuando puede, se acicala las alas. En ocasiones se niega a combatir por temor a mancharse las plumas.",0.7 m,16.0 kg,Pluma Filo,Planta,Volador
724,Decidueye,"Las plumas de sus alas le sirven de flechas con las que puede acertar a un guijarro a 100 m.",1.6 m,36.6 kg,Pluma Flecha,Planta,Fantasma
725,Litten,"Prende las bolas de pelo que se forman en su estómago tras acicalarse. Las llamas que escupe tienen formas variopintas.",0.4 m,4.3 kg,Gato Fuego,Fuego,
726,Torracat,"Luce al cuello un cascabel incandescente que tintinea con fuerza cuando desprende llamas.",0.7 m,25.0 kg,Gato Fuego,Fuego,
727,Incineroar,"Posee un carácter rudo y egoísta. Si un Entrenador no le cae en gracia, ignora sus órdenes con total impasibilidad.",1.8 m,83.0 kg,Rudo,Fuego,Siniestro
728,Popplio,"Se le conoce por su diligencia y predisposición. Segrega agua por la nariz para hinchar globos con los que golpea a sus rivales.",0.4 m,7.5 kg,León Marino,Agua,
729,Brionne,"Un bailarín consumado. Crea globos de agua con los que golpea a sus rivales una y otra vez sin dejar de bailar.",0.6 m,17.5 kg,Fama,Agua,
730,Primarina,"Es capaz de controlar globos de agua mediante un canto cuya melodía se ha transmitido entre los suyos de generación en generación.",1.8 m,44.0 kg,Solista,Agua,Hada
731,Pikipek,"Hace agujeros en los árboles a una velocidad de 16 picotazos por segundo y los utiliza como despensa o como su nido.",0.3 m,1.2 kg,Carpintero,Normal,Volador
732,Trumbeak,"Almacena en su pico las semillas de las bayas de las que se alimenta para usarlas como arma contra enemigos y posibles presas.",0.6 m,14.8 kg,Trompeta,Normal,Volador
733,Toucannon,"Cuando va a combatir, calienta su pico hasta temperaturas que superan los 100 °C, lo que puede causar graves quemaduras al contacto.",1.1 m,26.0 kg,Cañón,Normal,Volador
734,Yungoos,"Sus afilados colmillos lo atraviesan todo. No es autóctono de Alola, sino que proviene de otra región.",0.4 m,6.0 kg,Patrulla,Normal,
735,Gumshoos,"Al detectar el rastro de una presa, la acecha con tenacidad, pero al ponerse el sol le vence el sueño.",0.7 m,14.2 kg,Vigilante,Normal,
736,Grubbin,"Con sus duras mandíbulas arranca la corteza de los árboles y sorbe la savia. Suele habitar bajo tierra.",0.4 m,4.4 kg,Pupa,Bicho,
737,Charjabug,"Almacena electricidad en su cuerpo, lo que puede resultar útil en numerosas situaciones, como al salir de acampada.",0.5 m,10.5 kg,Batería,Bicho,Eléctrico
738,Vikavolt,"Sobrevuela un área en busca de presas. Puede concentrar una potente carga eléctrica entre sus mandíbulas para atacar a sus rivales.",1.5 m,45.0 kg,Escarabajo,Bicho,Eléctrico
739,Crabrawler,"Protege sus puntos débiles con las pinzas y propina puñetazos en cuanto tiene ocasión. Cuando pierde, llora lágrimas espumosas.",0.6 m,7.0 kg,Púgil,Lucha,
740,Crabominable,"Tras perderse intentando coronar una alta montaña, desarrolló una capa de pelo para protegerse del frío.",1.7 m,180.0 kg,Cangrejopelo,Lucha,Hielo
741,Oricorio,"Junta las alas y lanza voraces llamas al rival. Su ataque se asemeja a una elaborada coreografía de fuego.",0.6 m,3.4 kg,Danza,Fuego,Volador
742,Cutiefly,"Se alimenta de néctar y polen. Es capaz de detectar los capullos que están a punto de abrirse.",0.1 m,0.2 kg,Mosca Abeja,Bicho,Hada
743,Ribombee,"Fabrica varios tipos de bolas de polen. Algunas se usan como alimento y otras para el combate.",0.2 m,0.5 kg,Mosca Abeja,Bicho,Hada
744,Rockruff,"Su carácter amigable lo convierte en el Pokémon ideal para Entrenadores novatos. Sin embargo, al crecer suele volverse un poco agresivo.",0.5 m,9.2 kg,Perrito,Roca,
745,Lycanroc,"Su velocidad desconcierta a sus rivales. Ataca con garras, colmillos y con las piedras afiladas de su melena.",1.1 m,25.0 kg,Lobo,Roca,Roca
746,Wishiwashi,"Al sentirse amenazado, sus ojos emiten cierto brillo, algo que atrae a otros miembros de su especie, y juntos luchan como un mismo ente.",8.2 m,78.6 kg,Pececillo,Agua,Agua
747,Mareanie,"Aturde a su presa con los aguijones venenosos de la cabeza. Cuando esta se debilita, la rodea con sus diez extremidades y la remata.",0.4 m,8.0 kg,Estrellatroz,Veneno,Agua
748,Toxapex,"Se arrastra por el lecho marino con sus doce extremidades. Deja siempre una estela de restos de Corsola por donde pasa.",0.7 m,14.5 kg,Estrellatroz,Veneno,Agua
749,Mudbray,"El lodo que impregna sus patas le otorga una fuerte tracción, lo que le permite alcanzar altas velocidades al correr.",1.0 m,110.0 kg,Asno,Tierra,
750,Mudsdale,"El lodo que segrega por la boca se vuelve impermeable al secarse, por lo que solía usarse como capa aislante en las paredes de las casas.",2.5 m,920.0 kg,Caballo Tiro,Tierra,
751,Dewpider,"Emerge a la superficie para alimentarse. La burbuja con la que se rodea le sirve para respirar y proteger su delicada cabeza.",0.3 m,4.0 kg,Pompa,Agua,Bicho
752,Araquanid,"Propina cabezazos con su burbuja. Los Pokémon de menor tamaño quedan atrapados en su interior y perecen ahogados.",1.8 m,82.0 kg,Pompa,Agua,Bicho
753,Fomantis,"Mientras que de día duerme tranquilamente a la luz del sol, al caer la noche busca un sitio más seguro para dormir.",0.3 m,1.5 kg,Filo Hoja,Planta,
754,Lurantis,"Dedica mucho tiempo y esfuerzo a acicalarse y preservar sus vivos colores. A algunos ejemplares incluso les lleva todo el día.",0.9 m,18.5 kg,Filo Flor,Planta,
755,Morelull,"Cuando titila, esparce esporas luminosas a su alrededor. Todo aquel que ve esta luz cae en un profundo sueño.",0.2 m,1.5 kg,Luminiscente,Planta,Hada
756,Shiinotic,"Es peligroso adentrarse por la noche en un bosque habitado por Shiinotic. Su luz confunde a los caminantes, que terminan perdiéndose.",1.0 m,11.5 kg,Luminiscente,Planta,Hada
757,Salandit,"Aturde a sus oponentes con un gas venenoso que produce al quemar sus fluidos corporales y luego se abalanza sobre ellos.",0.6 m,4.8 kg,Lagartoxina,Veneno,Fuego
758,Salazzle,"Por algún motivo desconocido, solo hay hembras. Suele formarse su propio harén compuesto por Salandit machos.",1.2 m,22.2 kg,Lagartoxina,Veneno,Fuego
759,Stufful,"Pese a su aspecto encantador, cuando se enoja, sus pataletas son tan feroces que pueden derribar hasta a un luchador profesional.",0.5 m,6.8 kg,Rabieta,Normal,Lucha
760,Bewear,"Es un Pokémon muy peligroso por su fuerza descomunal. Normalmente, se desaconseja penetrar en su hábitat.",2.1 m,135.0 kg,Brazo Fuerte,Normal,Lucha
761,Bounsweet,"Atraídos por el apetitoso aroma que desprende su cuerpo, los Toucannon los engullen con avidez sin ni siquiera masticar.",0.3 m,3.2 kg,Fruto,Planta,
762,Steenee,"El cáliz de su cabeza se ha desarrollado y le protege todo el cuerpo. Es tan duro que no le importa que lo picoteen los Pokémon pájaro.",0.7 m,8.2 kg,Fruto,Planta,
763,Tsareena,"Propinar patadas implacables es su especialidad. Patea a sus oponentes derrotados y proclama su victoria con una gran carcajada.",1.2 m,21.4 kg,Fruto,Planta,
764,Comfey,"Prende flores en su tallo, que es muy rico en nutrientes. Las flores se revitalizan y desprenden una agradable fragancia.",0.1 m,0.3 kg,Recogeflores,Hada,
765,Oranguru,"Es un Pokémon famoso por su astucia e ingenio. Desprecia a los Entrenadores novatos y prefiere a los más veteranos.",1.5 m,76.0 kg,Sabio,Normal,Psíquico
766,Passimian,"Suele ir en grupos de unos veinte ejemplares. Sus miembros permanecen siempre unidos y nunca se abandonan unos a otros.",2.0 m,82.8 kg,Cooperación,Lucha,
767,Wimpod,"Cuando se asusta, huye despavorido moviendo rápidamente sus múltiples patas. Deja el suelo limpio y pulido allí por donde pasa.",0.5 m,12.0 kg,Huidizo,Bicho,Agua
768,Golisopod,"Gracias a su destreza y sus enormes y afiladas garras, puede cortar hasta el aire y el agua de un solo tajo.",2.0 m,108.0 kg,Blindaje,Bicho,Agua
769,Sandygast,"Surgió cuando una persona murió abandonada en plena calle y su resentimiento poseyó un montículo de arena apilado por un niño.",0.5 m,70.0 kg,Montearena,Fantasma,Tierra
770,Palossand,"Manipulando a la gente ha conseguido transformarse en todo un castillo de arena, lo que ha aumentado su poder maligno.",1.3 m,250.0 kg,Castiarena,Fantasma,Tierra
771,Pyukumuku,"Vive en las playas y en aguas poco profundas. Expulsa sus entrañas para engañar a sus depredadores y librarse de ellos.",0.3 m,1.2 kg,Pepino Mar,Agua,
772,Código Cero,"La pesada máscara le impide liberar toda su fuerza, que se cree que es extraordinaria.",1.9 m,120.5 kg,Multigénico,Normal,
773,Silvally,"La confianza con su Entrenador ha despertado su potencial. Ahora es capaz de cambiar de tipo a voluntad durante el combate.",2.3 m,100.5 kg,Multigénico,Normal,
774,Minior,"Vive en la capa de ozono hasta que su caparazón se hace demasiado pesado y cae sin remisión a tierra firme.",0.3 m,0.3 kg,Meteoro,Roca,Volador
775,Komala,"Pasa la vida entera sumido en un profundo sueño. Toda su actividad parece reflejar los sueños que tiene en ese momento.",0.4 m,19.9 kg,Duermevela,Normal,
776,Turtonator,"Posee un caparazón que estalla al contacto. El orificio que se aprecia en su vientre es su punto débil.",2.0 m,212.0 kg,Tortugabomba,Fuego,Dragón
777,Togedemaru,"Cuando se siente amenazado, eriza las púas de su lomo para pinchar a quien ose atacarlo.",0.3 m,3.3 kg,Bolita,Eléctrico,Acero
778,Mimikyu,"Su verdadero aspecto es un misterio total. Un investigador que intentó mirar dentro del saco recibió, literalmente, un susto de muerte.",0.2 m,0.7 kg,Disfraz,Fantasma,Hada
779,Bruxish,"Cuando la protuberancia que tiene en la cabeza emite poderes psíquicos, se escucha como un ruido de dientes rechinando muy molesto.",0.9 m,19.0 kg,Rechinante,Agua,Psíquico
780,Drampa,"Es de naturaleza mansa, pero si se le provoca y monta en cólera, destruye todo lo que le rodea con su aliento devastador.",3.0 m,185.0 kg,Sosiego,Normal,Dragón
781,Dhelmise,"Los giros de su enorme ancla son capaces de noquear al mismísimo Wailord de un solo golpe. El alga verde es su verdadero cuerpo.",3.9 m,210.0 kg,Alga Ancla,Fantasma,Planta
782,Jangmo-o,"Comunica sus sentimientos haciendo sonar sus escamas. El ruido metálico producido reverbera en las altas montañas donde habita.",0.6 m,29.7 kg,Escamas,Dragón,
783,Hakamo-o,"Se lanza sobre su presa entonando un grito de guerra. Golpea al enemigo y lo hace trizas con sus escamas.",1.2 m,47.0 kg,Escamas,Dragón,Lucha
784,Kommo-o,"Al avistar a su enemigo, lo intimida con el tintineo que producen las escamas de su cola. Los más débiles se asustan y huyen.",1.6 m,78.2 kg,Escamas,Dragón,Lucha
785,Tapu Koko,"El espíritu guardián de Melemele, curioso e inquisitivo. Invoca nubes de tormenta y acumula el poder de los rayos en su cuerpo.",1.8 m,20.5 kg,Dios Nativo,Eléctrico,Hada
786,Tapu Lele,"El espíritu guardián de Akala, tan inocente como cruel. La fragancia de las flores constituye su fuente de energía.",1.2 m,18.6 kg,Dios Nativo,Psíquico,Hada
787,Tapu Bulu,"Arranca de cuajo árboles grandes para hacerlos girar. Vuelve exuberante la vegetación y luego absorbe su energía.",1.9 m,45.5 kg,Dios Nativo,Planta,Hada
788,Tapu Fini,"Desconcierta al enemigo provocando una espesa niebla que se convierte en su perdición. Las corrientes marinas son su fuente de energía.",1.3 m,21.2 kg,Dios Nativo,Agua,Hada
789,Cosmog,"Su cuerpo se compone de una materia gaseosa inestable. Crece poco a poco al acumular las motas de polvo que flotan en el aire.",0.2 m,0.1 kg,Nebulosa,Psíquico,
790,Cosmoem,"Permanece inmóvil, como si estuviera muerto, aunque al tocarlo se percibe un ligero calor. Antaño se le llamaba Crisálida de las Estrellas.",0.1 m,999.9 kg,Protostrella,Psíquico,
791,Solgaleo,"Se cree que proviene de otro mundo. El brillo que emite su cuerpo es tal que puede hacer que la noche más profunda parezca pleno día.",3.4 m,230.0 kg,Corona Solar,Psíquico,Acero
792,Lunala,"Se dice que es la evolución final hembra de Cosmog. Su tercer ojo aparece cuando se traslada a un mundo distinto.",4.0 m,120.0 kg,Corona Lunar,Psíquico,Fantasma
793,Nihilego,"Un Ultraente envuelto en misterio. Se dice que las víctimas a las que posee se vuelven agresivas.",1.2 m,55.5 kg,Parásito,Roca,Veneno
794,Buzzwole,"Un Ultraente procedente de otro mundo. Se desconoce si exhibe su robusto cuerpo a modo de amenaza o para que lo admiren.",2.4 m,333.6 kg,Hinchado,Bicho,Lucha
795,Pheromosa,"Uno de los temibles Ultraentes. Se dice que ha sido avistado recorriendo la superficie terrestre a velocidades de vértigo.",1.8 m,25.0 kg,Elegancia,Bicho,Lucha
796,Xurkitree,"Un Ultraente rodeado de misterio. Se dice que su cuerpo desprende descargas eléctricas de inmensa potencia.",3.8 m,100.0 kg,Luminaria,Eléctrico,
797,Celesteela,"Este Ultraente surgió de un Ultraumbral. Parece haber sido avistado surcando los cielos a velocidades vertiginosas.",9.2 m,999.9 kg,Lanzamiento,Acero,Volador
798,Kartana,"Este Ultraente surgió de un Ultraumbral. Se dice que no es muy agresivo, pero su afilado cuerpo es un arma realmente peligrosa.",0.3 m,0.1 kg,Desenvaine,Planta,Acero
799,Guzzlord,"Se dice que este Ultraente ha sido avistado devorando montañas enteras y tragándose prominentes edificios.",5.5 m,888.0 kg,Tragaldabas,Siniestro,Dragón
800,Necrozma,"Se dice que yacía en el interior de la tierra. Se cree que esta criatura, parecida a un Ultraente, vino de otro mundo hace muchísimo tiempo.",7.5 m,230.0 kg,Prisma,Psíquico,Dragón
801,Magearna,"Pokémon artificial creado hace más de 500 años. Es capaz de entender el lenguaje humano, pero carece de la facultad del habla.",1.0 m,80.5 kg,Artificial,Acero,Hada
802,Marshadow,"Se oculta en la sombra de su oponente y copia  sus movimientos y su fuerza. Su imitación  resulta más poderosa que el original.",0.7 m,22.2 kg,Morasombra,Lucha,Fantasma
803,Poipole,"En su mundo, este Ultraente se considera tan  entrañable como para ser elegido compañero de  viaje.",0.6 m,1.8 kg,Pin Veneno,Veneno,
804,Naganadel,"Una de las temibles criaturas conocidas como  Ultraentes. En su cuerpo almacena cientos  de litros de veneno.",3.6 m,150.0 kg,Pin Veneno,Veneno,Dragón
805,Stakataka,"Surgió de un Ultraumbral. Parece estar  compuesto de varias criaturas que se han  combinado para formar un solo ser.",5.5 m,820.0 kg,Muro,Roca,Acero
806,Blacephalon,"Parece ser uno de los temibles Ultraentes.  Se acerca a la gente contoneándose y hace  explotar su propia cabeza súbitamente.",1.8 m,13.0 kg,Pirotecnia,Fuego,Fantasma
807,Zeraora,"Hace jirones al oponente con sus garras electrificadas. Aunque este esquive los golpes, acaba electrocutado por las descargas.",1.5 m,44.5 kg,Fulgor,Eléctrico,
808,Meltan,"Su cuerpo está compuesto de acero líquido. Funde las partículas de hierro y otros metales del subsuelo para luego absorberlas.",0.2 m,8.0 kg,Tuerca,Acero,
809,Melmetal,"En la antigüedad se le veneraba por su poder de crear hierro. Después de tres milenios, ha regresado misteriosamente.",2.5 m,800.0 kg,Tuerca,Acero,
